Year,GeoType,Borough,GeoID,BCT2020,Name,CDType,NTAType,Pop1,Male ,Fem,LandAcres
2020,CT2020,Bronx,36005036100,2036100,,,,5569,2382,3187,40.73
2020,CT2020,Bronx,36005036300,2036300,,,,7074,3226,3848,54.73
2020,CT2020,Bronx,36005036400,2036400,,,,2603,1168,1435,50.33
2020,CT2020,Bronx,36005036501,2036501,,,,3897,1787,2110,23.68
2020,CT2020,Bronx,36005036502,2036502,,,,2449,1168,1281,24.13
2020,CT2020,Bronx,36005036700,2036700,,,,2672,1278,1394,23
2020,CT2020,Bronx,36005036800,2036800,,,,2165,965,1200,41.89
2020,CT2020,Bronx,36005036901,2036901,,,,1910,894,1016,24.4
2020,CT2020,Bronx,36005036902,2036902,,,,2324,1035,1289,15.42
2020,CT2020,Bronx,36005037000,2037000,,,,2536,1144,1392,39.26
2020,CT2020,Bronx,36005037100,2037100,,,,4504,2027,2477,48.97
2020,CT2020,Bronx,36005037200,2037200,,,,2289,1069,1220,46.09
2020,CT2020,Bronx,36005037300,2037300,,,,6117,2872,3245,42.86
2020,CT2020,Bronx,36005037400,2037400,,,,3890,1663,2227,41.28
2020,CT2020,Bronx,36005037504,2037504,,,,4023,1833,2190,59.24
2020,CT2020,Bronx,36005037600,2037600,,,,2274,1112,1162,30.83
2020,CT2020,Bronx,36005037800,2037800,,,,3569,1636,1933,32.58
2020,CT2020,Bronx,36005037900,2037900,,,,6878,3099,3779,47.28
2020,CT2020,Bronx,36005038000,2038000,,,,4938,2312,2626,52.78
2020,CT2020,Bronx,36005038100,2038100,,,,6853,3290,3563,37.44
2020,CT2020,Bronx,36005038200,2038200,,,,2852,1327,1525,38.84
2020,CT2020,Bronx,36005038301,2038301,,,,4635,2206,2429,23.42
2020,CT2020,Bronx,36005038303,2038303,,,,3468,1615,1853,18.86
2020,CT2020,Bronx,36005038304,2038304,,,,2508,1177,1331,17.15
2020,CT2020,Bronx,36005038500,2038500,,,,5362,2520,2842,46.69
2020,CT2020,Bronx,36005038600,2038600,,,,7949,3634,4315,101.14
2020,CT2020,Bronx,36005038700,2038700,,,,3401,1715,1686,44.85
2020,CT2020,Bronx,36005038800,2038800,,,,2941,1355,1586,36.73
2020,CT2020,Bronx,36005038900,2038900,,,,4819,2397,2422,42.09
2020,CT2020,Bronx,36005039000,2039000,,,,3323,1605,1718,44.89
2020,CT2020,Bronx,36005039100,2039100,,,,7210,3551,3659,50.84
2020,CT2020,Bronx,36005039200,2039200,,,,1809,826,983,23.76
2020,CT2020,Bronx,36005039300,2039300,,,,8033,3504,4529,44.9
2020,CT2020,Bronx,36005039400,2039400,,,,4647,2178,2469,35.88
2020,CT2020,Bronx,36005039500,2039500,,,,4254,2000,2254,101.17
2020,CT2020,Bronx,36005039600,2039600,,,,4485,2041,2444,55.16
2020,CT2020,Bronx,36005039700,2039700,,,,4492,2005,2487,129.79
2020,CT2020,Bronx,36005039800,2039800,,,,3347,1519,1828,49.88
2020,CT2020,Bronx,36005039901,2039901,,,,5254,2534,2720,37.47
2020,CT2020,Bronx,36005039902,2039902,,,,5548,2702,2846,30
2020,CT2020,Bronx,36005040100,2040100,,,,5009,2441,2568,42.11
2020,CT2020,Bronx,36005040302,2040302,,,,4197,1963,2234,15.49
2020,CT2020,Bronx,36005040303,2040303,,,,4843,2283,2560,21.63
2020,CT2020,Bronx,36005040304,2040304,,,,4125,1881,2244,16.64
2020,CT2020,Bronx,36005040400,2040400,,,,3530,1562,1968,53.2
2020,CT2020,Bronx,36005040501,2040501,,,,4385,2081,2304,20.48
2020,CT2020,Bronx,36005040502,2040502,,,,7320,3479,3841,34.9
2020,CT2020,Bronx,36005040600,2040600,,,,3792,1755,2037,55.19
2020,CT2020,Bronx,36005040701,2040701,,,,3235,1586,1649,14.39
2020,CT2020,Bronx,36005040702,2040702,,,,6968,3337,3631,45.01
2020,CT2020,Bronx,36005040800,2040800,,,,4475,2065,2410,30.64
2020,CT2020,Bronx,36005040900,2040900,,,,3580,1609,1971,204.04
2020,CT2020,Bronx,36005041100,2041100,,,,3215,1561,1654,30.05
2020,CT2020,Bronx,36005041300,2041300,,,,7781,3769,4012,42.84
2020,CT2020,Bronx,36005041400,2041400,,,,5342,2640,2702,128.77
2020,CT2020,Bronx,36005041500,2041500,,,,5872,2746,3126,33.57
2020,CT2020,Bronx,36005041800,2041800,,,,3752,1771,1981,66.44
2020,CT2020,Bronx,36005041900,2041900,,,,7205,3340,3865,80.53
2020,CT2020,Bronx,36005042000,2042000,,,,3905,1742,2163,37.19
2020,CT2020,Bronx,36005042100,2042100,,,,6135,2774,3361,60.83
2020,CT2020,Bronx,36005042200,2042200,,,,3211,1396,1815,43.17
2020,CT2020,Bronx,36005042300,2042300,,,,4179,2082,2097,44.57
2020,CT2020,Bronx,36005042400,2042400,,,,2553,1136,1417,43.26
2020,CT2020,Bronx,36005042500,2042500,,,,7667,3729,3938,72.6
2020,CT2020,Bronx,36005042600,2042600,,,,6982,3233,3749,125.43
2020,CT2020,Bronx,36005042800,2042800,,,,2230,986,1244,41.81
2020,CT2020,Bronx,36005042901,2042901,,,,3711,1790,1921,25.27
2020,CT2020,Bronx,36005042902,2042902,,,,4334,2108,2226,23.37
2020,CT2020,Bronx,36005043000,2043000,,,,2952,1360,1592,50.94
2020,CT2020,Bronx,36005043101,2043101,,,,5185,2461,2724,25.45
2020,CT2020,Bronx,36005043102,2043102,,,,5050,2372,2678,27.57
2020,CT2020,Bronx,36005043400,2043400,,,,3649,1646,2003,86.7
2020,CT2020,Bronx,36005043501,2043501,,,,1192,529,663,98.36
2020,CT2020,Bronx,36005043502,2043502,,,,2,0,2,409.25
2020,CT2020,Bronx,36005043503,2043503,,,,122,49,73,1151.66
2020,CT2020,Bronx,36005043600,2043600,,,,2061,944,1117,38.24
2020,CT2020,Bronx,36005044200,2044200,,,,3877,1752,2125,60.02
2020,CT2020,Bronx,36005044400,2044400,,,,3984,1807,2177,90.21
2020,CT2020,Bronx,36005044800,2044800,,,,2007,896,1111,41.54
2020,CT2020,Bronx,36005044901,2044901,,,,1946,910,1036,39.08
2020,CT2020,Bronx,36005044902,2044902,,,,2229,1083,1146,38.72
2020,CT2020,Bronx,36005045101,2045101,,,,1817,873,944,43.49
2020,CT2020,Bronx,36005045102,2045102,,,,2142,1056,1086,50.9
2020,CT2020,Bronx,36005045600,2045600,,,,3056,1437,1619,200.14
2020,CT2020,Bronx,36005045800,2045800,,,,5662,2285,3377,59.23
2020,CT2020,Bronx,36005046000,2046000,,,,2890,1301,1589,71.12
2020,CT2020,Bronx,36005046203,2046203,,,,6599,2813,3786,191.24
2020,CT2020,Bronx,36005046204,2046204,,,,5552,2377,3175,33.78
2020,CT2020,Bronx,36005046205,2046205,,,,4445,1855,2590,216.11
2020,CT2020,Bronx,36005046206,2046206,,,,4434,1852,2582,17.14
2020,CT2020,Bronx,36005046207,2046207,,,,6228,2540,3688,46.5
2020,CT2020,Bronx,36005046208,2046208,,,,5155,2332,2823,119.86
2020,CT2020,Bronx,36005046209,2046209,,,,3707,1678,2029,114.21
2020,CT2020,Bronx,36005048401,2048401,,,,3888,1782,2106,124.74
2020,CT2020,Bronx,36005048402,2048402,,,,41,18,23,46.93
2020,CT2020,Bronx,36005050400,2050400,,,,5,2,3,1789.92
2020,CT2020,Bronx,36005051601,2051601,,,,4445,2100,2345,264.15
2020,CT2020,Bronx,36005051602,2051602,,,,0,0,0,116.01
2020,CT2020,Brooklyn,36047000100,3000100,,,,4616,2138,2478,51.35
2020,CT2020,Brooklyn,36047000200,3000200,,,,1205,608,597,68.43
2020,CT2020,Brooklyn,36047000301,3000301,,,,3850,1824,2026,49.67
2020,CT2020,Brooklyn,36047000501,3000501,,,,4404,2016,2388,20.69
2020,CT2020,Brooklyn,36047000502,3000502,,,,2640,1266,1374,23.92
2020,CT2020,Brooklyn,36047000700,3000700,,,,4415,2138,2277,43.68
2020,CT2020,Brooklyn,36047000900,3000900,,,,5167,2574,2593,40.39
2020,CT2020,Brooklyn,36047001100,3001100,,,,1578,826,752,41.64
2020,CT2020,Brooklyn,36047001300,3001300,,,,2465,1215,1250,72.44
2020,CT2020,Brooklyn,36047001501,3001501,,,,5161,2336,2825,40.83
2020,CT2020,Brooklyn,36047001502,3001502,,,,5801,2951,2850,35.13
2020,CT2020,Brooklyn,36047001801,3001801,,,,2563,2463,100,114.89
2020,CT2020,Brooklyn,36047001802,3001802,,,,6,4,2,147.79
2020,CT2020,Brooklyn,36047001803,3001803,,,,16,12,4,151.82
2020,CT2020,Brooklyn,36047001804,3001804,,,,0,0,0,84.7
2020,CT2020,Brooklyn,36047002000,3002000,,,,1694,956,738,38.09
2020,CT2020,Brooklyn,36047002100,3002100,,,,5975,3017,2958,130.71
2020,CT2020,Brooklyn,36047002200,3002200,,,,4589,2259,2330,84.03
2020,CT2020,Brooklyn,36047002300,3002300,,,,3940,1654,2286,45.03
2020,CT2020,Brooklyn,36047002901,3002901,,,,3149,1358,1791,27
2020,CT2020,Brooklyn,36047003000,3003000,,,,1811,880,931,27.23
2020,CT2020,Brooklyn,36047003101,3003101,,,,3395,1566,1829,37.04
2020,CT2020,Brooklyn,36047003102,3003102,,,,0,0,0,33.68
2020,CT2020,Brooklyn,36047003300,3003300,,,,4807,2296,2511,40.67
2020,CT2020,Brooklyn,36047003400,3003400,,,,3489,1703,1786,117.97
2020,CT2020,Brooklyn,36047003500,3003500,,,,2402,1150,1252,32.87
2020,CT2020,Brooklyn,36047003600,3003600,,,,3959,1867,2092,30.96
2020,CT2020,Brooklyn,36047003700,3003700,,,,4565,2292,2273,41.13
2020,CT2020,Brooklyn,36047003800,3003800,,,,1529,750,779,31.5
2020,CT2020,Brooklyn,36047003900,3003900,,,,2644,1193,1451,38.78
2020,CT2020,Brooklyn,36047004100,3004100,,,,3398,1597,1801,40.03
2020,CT2020,Brooklyn,36047004300,3004300,,,,3810,1902,1908,40.87
2020,CT2020,Brooklyn,36047004400,3004400,,,,2448,1218,1230,103.66
2020,CT2020,Brooklyn,36047004500,3004500,,,,3476,1629,1847,42.14
2020,CT2020,Brooklyn,36047004600,3004600,,,,1154,574,580,71.44
2020,CT2020,Brooklyn,36047004700,3004700,,,,1951,924,1027,70.17
2020,CT2020,Brooklyn,36047004900,3004900,,,,2412,1126,1286,24.1
2020,CT2020,Brooklyn,36047005000,3005000,,,,2535,1182,1353,55.35
2020,CT2020,Brooklyn,36047005100,3005100,,,,2658,1308,1350,44.41
2020,CT2020,Brooklyn,36047005201,3005201,,,,1879,738,1141,33.03
2020,CT2020,Brooklyn,36047005202,3005202,,,,2668,1164,1504,32.93
2020,CT2020,Brooklyn,36047005301,3005301,,,,2164,1081,1083,142.2
2020,CT2020,Brooklyn,36047005302,3005302,,,,86,48,38,192.52
2020,CT2020,Brooklyn,36047005303,3005303,,,,0,0,0,73.47
2020,CT2020,Brooklyn,36047005400,3005400,,,,3426,1586,1840,40.01
2020,CT2020,Brooklyn,36047005601,3005601,,,,2692,1226,1466,42.86
2020,CT2020,Brooklyn,36047005602,3005602,,,,1734,806,928,33.37
2020,CT2020,Brooklyn,36047005800,3005800,,,,3450,1726,1724,47.77
2020,CT2020,Brooklyn,36047005900,3005900,,,,1742,935,807,87.76
2020,CT2020,Brooklyn,36047006000,3006000,,,,2876,1424,1452,37.62
2020,CT2020,Brooklyn,36047006200,3006200,,,,2958,1435,1523,40.1
2020,CT2020,Brooklyn,36047006300,3006300,,,,2007,941,1066,25.49
2020,CT2020,Brooklyn,36047006400,3006400,,,,3623,1784,1839,50.21
2020,CT2020,Brooklyn,36047006500,3006500,,,,5461,2593,2868,61.77
2020,CT2020,Brooklyn,36047006600,3006600,,,,3974,1942,2032,37.99
2020,CT2020,Brooklyn,36047006700,3006700,,,,3618,1741,1877,38.58
2020,CT2020,Brooklyn,36047006800,3006800,,,,5491,2728,2763,45.84
2020,CT2020,Brooklyn,36047006901,3006901,,,,1631,816,815,18.39
2020,CT2020,Brooklyn,36047006902,3006902,,,,1962,937,1025,25.86
2020,CT2020,Brooklyn,36047007000,3007000,,,,2454,1179,1275,36.87
2020,CT2020,Brooklyn,36047007100,3007100,,,,4362,1842,2520,41.4
2020,CT2020,Brooklyn,36047007200,3007200,,,,2082,1049,1033,15.44
2020,CT2020,Brooklyn,36047007400,3007400,,,,5829,2938,2891,34.91
2020,CT2020,Brooklyn,36047007500,3007500,,,,4691,2229,2462,69.88
2020,CT2020,Brooklyn,36047007600,3007600,,,,4872,2566,2306,34.18
2020,CT2020,Brooklyn,36047007700,3007700,,,,5690,2747,2943,96.23
2020,CT2020,Brooklyn,36047007800,3007800,,,,5333,2694,2639,34.13
2020,CT2020,Brooklyn,36047008000,3008000,,,,4024,2023,2001,34.38
2020,CT2020,Brooklyn,36047008200,3008200,,,,4008,1982,2026,34.52
2020,CT2020,Brooklyn,36047008400,3008400,,,,3311,1800,1511,60.27
2020,CT2020,Brooklyn,36047008500,3008500,,,,6673,2747,3926,60.19
2020,CT2020,Brooklyn,36047008600,3008600,,,,0,0,0,28.06
2020,CT2020,Brooklyn,36047008800,3008800,,,,3258,1653,1605,46.79
2020,CT2020,Brooklyn,36047009001,3009001,,,,1886,943,943,18.42
2020,CT2020,Brooklyn,36047009002,3009002,,,,1391,717,674,18.27
2020,CT2020,Brooklyn,36047009201,3009201,,,,2087,1042,1045,13.98
2020,CT2020,Brooklyn,36047009202,3009202,,,,3424,1735,1689,13.99
2020,CT2020,Brooklyn,36047009401,3009401,,,,3127,1552,1575,18.65
2020,CT2020,Brooklyn,36047009402,3009402,,,,3168,1593,1575,18.67
2020,CT2020,Brooklyn,36047009600,3009600,,,,6462,3265,3197,37.25
2020,CT2020,Brooklyn,36047009800,3009800,,,,7440,3701,3739,37.31
2020,CT2020,Brooklyn,36047010000,3010000,,,,7741,3949,3792,37.31
2020,CT2020,Brooklyn,36047010100,3010100,,,,4590,2447,2143,77.77
2020,CT2020,Brooklyn,36047010200,3010200,,,,6578,3327,3251,37.67
2020,CT2020,Brooklyn,36047010401,3010401,,,,3015,1492,1523,18.82
2020,CT2020,Brooklyn,36047010402,3010402,,,,2965,1431,1534,18.82
2020,CT2020,Brooklyn,36047010601,3010601,,,,3037,1529,1508,18.64
2020,CT2020,Brooklyn,36047010602,3010602,,,,2820,1395,1425,18.66
2020,CT2020,Brooklyn,36047010801,3010801,,,,2876,1464,1412,18.65
2020,CT2020,Brooklyn,36047010802,3010802,,,,2840,1382,1458,18.65
2020,CT2020,Brooklyn,36047011000,3011000,,,,2709,1428,1281,39.06
2020,CT2020,Brooklyn,36047011200,3011200,,,,6636,3212,3424,42.33
2020,CT2020,Brooklyn,36047011400,3011400,,,,4150,2000,2150,41.46
2020,CT2020,Brooklyn,36047011600,3011600,,,,5529,2689,2840,39.6
2020,CT2020,Brooklyn,36047011700,3011700,,,,2672,1292,1380,49.72
2020,CT2020,Brooklyn,36047011800,3011800,,,,2578,1266,1312,54.17
2020,CT2020,Brooklyn,36047011901,3011901,,,,1589,826,763,110.81
2020,CT2020,Brooklyn,36047011902,3011902,,,,0,0,0,50.87
2020,CT2020,Brooklyn,36047012000,3012000,,,,1176,582,594,47.78
2020,CT2020,Brooklyn,36047012100,3012100,,,,1916,907,1009,36.59
2020,CT2020,Brooklyn,36047012200,3012200,,,,5521,2747,2774,44.89
2020,CT2020,Brooklyn,36047012600,3012600,,,,3085,1553,1532,58.31
2020,CT2020,Brooklyn,36047012700,3012700,,,,4036,1924,2112,40.37
2020,CT2020,Brooklyn,36047012801,3012801,,,,2567,1273,1294,28.41
2020,CT2020,Brooklyn,36047012901,3012901,,,,2333,1118,1215,31.77
2020,CT2020,Brooklyn,36047012902,3012902,,,,3318,1527,1791,33.45
2020,CT2020,Brooklyn,36047013000,3013000,,,,5347,2569,2778,43.6
2020,CT2020,Brooklyn,36047013100,3013100,,,,3979,1884,2095,38.65
2020,CT2020,Brooklyn,36047013200,3013200,,,,2870,1433,1437,38.49
2020,CT2020,Brooklyn,36047013300,3013300,,,,4411,2071,2340,36.69
2020,CT2020,Brooklyn,36047013400,3013400,,,,4212,2057,2155,66.28
2020,CT2020,Brooklyn,36047013500,3013500,,,,3799,1786,2013,37.53
2020,CT2020,Brooklyn,36047013600,3013600,,,,4079,2009,2070,52.94
2020,CT2020,Brooklyn,36047013700,3013700,,,,3406,1649,1757,37.67
2020,CT2020,Brooklyn,36047013800,3013800,,,,3247,1553,1694,40.17
2020,CT2020,Brooklyn,36047013900,3013900,,,,3727,1706,2021,37.39
2020,CT2020,Brooklyn,36047014000,3014000,,,,2136,1024,1112,36.45
2020,CT2020,Brooklyn,36047014101,3014101,,,,1621,732,889,18.74
2020,CT2020,Brooklyn,36047014102,3014102,,,,1858,874,984,22.15
2020,CT2020,Brooklyn,36047014200,3014200,,,,3434,1644,1790,49.48
2020,CT2020,Brooklyn,36047014300,3014300,,,,3705,1799,1906,53.67
2020,CT2020,Brooklyn,36047014500,3014500,,,,4404,2189,2215,53.53
2020,CT2020,Brooklyn,36047014700,3014700,,,,2242,1066,1176,26.19
2020,CT2020,Brooklyn,36047014800,3014800,,,,1244,592,652,32.98
2020,CT2020,Brooklyn,36047014901,3014901,,,,1529,700,829,18.53
2020,CT2020,Brooklyn,36047014902,3014902,,,,3601,1669,1932,43.21
2020,CT2020,Brooklyn,36047015000,3015000,,,,1791,840,951,32.99
2020,CT2020,Brooklyn,36047015100,3015100,,,,3696,1744,1952,36.9
2020,CT2020,Brooklyn,36047015200,3015200,,,,2545,1229,1316,66.26
2020,CT2020,Brooklyn,36047015300,3015300,,,,2633,1260,1373,37.18
2020,CT2020,Brooklyn,36047015400,3015400,,,,9,5,4,228.06
2020,CT2020,Brooklyn,36047015500,3015500,,,,3466,1658,1808,36.98
2020,CT2020,Brooklyn,36047015700,3015700,,,,4447,2018,2429,41.37
2020,CT2020,Brooklyn,36047015900,3015900,,,,5206,2481,2725,61.99
2020,CT2020,Brooklyn,36047016000,3016000,,,,4462,2138,2324,63.91
2020,CT2020,Brooklyn,36047016100,3016100,,,,3450,1580,1870,45.07
2020,CT2020,Brooklyn,36047016200,3016200,,,,2218,1073,1145,58.74
2020,CT2020,Brooklyn,36047016300,3016300,,,,4088,1943,2145,45.49
2020,CT2020,Brooklyn,36047016400,3016400,,,,775,389,386,198.22
2020,CT2020,Brooklyn,36047016500,3016500,,,,5080,2383,2697,46.12
2020,CT2020,Brooklyn,36047016600,3016600,,,,1968,979,989,65.96
2020,CT2020,Brooklyn,36047016700,3016700,,,,4754,2294,2460,41.74
2020,CT2020,Brooklyn,36047016800,3016800,,,,1695,812,883,41.59
2020,CT2020,Brooklyn,36047016900,3016900,,,,4459,2095,2364,51.76
2020,CT2020,Brooklyn,36047017000,3017000,,,,3604,1750,1854,51.66
2020,CT2020,Brooklyn,36047017100,3017100,,,,3717,1729,1988,51.52
2020,CT2020,Brooklyn,36047017200,3017200,,,,3300,1606,1694,50.98
2020,CT2020,Brooklyn,36047017400,3017400,,,,1950,928,1022,40.91
2020,CT2020,Brooklyn,36047017500,3017500,,,,5,4,1,484.67
2020,CT2020,Brooklyn,36047017600,3017600,,,,2418,1205,1213,33.02
2020,CT2020,Brooklyn,36047017700,3017700,,,,15,6,9,571.57
2020,CT2020,Brooklyn,36047017800,3017800,,,,2959,1504,1455,40.53
2020,CT2020,Brooklyn,36047017900,3017900,,,,3895,1784,2111,39.11
2020,CT2020,Brooklyn,36047018000,3018000,,,,3125,1582,1543,43.52
2020,CT2020,Brooklyn,36047018100,3018100,,,,4204,1967,2237,41.85
2020,CT2020,Brooklyn,36047018200,3018200,,,,3745,1836,1909,40.89
2020,CT2020,Brooklyn,36047018300,3018300,,,,2784,1325,1459,33.93
2020,CT2020,Brooklyn,36047018400,3018400,,,,2460,1195,1265,36.85
2020,CT2020,Brooklyn,36047018501,3018501,,,,4461,1946,2515,27.45
2020,CT2020,Brooklyn,36047018600,3018600,,,,2364,1138,1226,27.94
2020,CT2020,Brooklyn,36047018700,3018700,,,,1336,671,665,21.19
2020,CT2020,Brooklyn,36047018800,3018800,,,,2955,1463,1492,43.3
2020,CT2020,Brooklyn,36047019000,3019000,,,,4853,2524,2329,52.62
2020,CT2020,Brooklyn,36047019100,3019100,,,,3427,1596,1831,62.71
2020,CT2020,Brooklyn,36047019200,3019200,,,,3541,1863,1678,46.9
2020,CT2020,Brooklyn,36047019300,3019300,,,,6279,2314,3965,66.65
2020,CT2020,Brooklyn,36047019400,3019400,,,,3570,1805,1765,44.09
2020,CT2020,Brooklyn,36047019500,3019500,,,,3684,1809,1875,33.86
2020,CT2020,Brooklyn,36047019600,3019600,,,,4691,2269,2422,46.53
2020,CT2020,Brooklyn,36047019700,3019700,,,,3585,1719,1866,41.96
2020,CT2020,Brooklyn,36047019800,3019800,,,,2061,1000,1061,33.29
2020,CT2020,Brooklyn,36047019900,3019900,,,,3978,1795,2183,46.68
2020,CT2020,Brooklyn,36047020000,3020000,,,,2442,1168,1274,33.32
2020,CT2020,Brooklyn,36047020100,3020100,,,,3862,1762,2100,43.34
2020,CT2020,Brooklyn,36047020200,3020200,,,,2147,1008,1139,33.32
2020,CT2020,Brooklyn,36047020300,3020300,,,,2132,1018,1114,34.8
2020,CT2020,Brooklyn,36047020400,3020400,,,,2040,992,1048,33.31
2020,CT2020,Brooklyn,36047020500,3020500,,,,3405,1558,1847,39.47
2020,CT2020,Brooklyn,36047020600,3020600,,,,2505,1233,1272,42.24
2020,CT2020,Brooklyn,36047020700,3020700,,,,4871,2238,2633,34.07
2020,CT2020,Brooklyn,36047020800,3020800,,,,3782,1798,1984,35.41
2020,CT2020,Brooklyn,36047021000,3021000,,,,4488,2225,2263,37.07
2020,CT2020,Brooklyn,36047021100,3021100,,,,2505,1196,1309,67.17
2020,CT2020,Brooklyn,36047021200,3021200,,,,5278,2634,2644,47.16
2020,CT2020,Brooklyn,36047021300,3021300,,,,3880,1682,2198,45.51
2020,CT2020,Brooklyn,36047021400,3021400,,,,2502,1304,1198,41.51
2020,CT2020,Brooklyn,36047021500,3021500,,,,5569,2486,3083,37.64
2020,CT2020,Brooklyn,36047021600,3021600,,,,4280,2156,2124,41.56
2020,CT2020,Brooklyn,36047021700,3021700,,,,4351,1869,2482,29.57
2020,CT2020,Brooklyn,36047021800,3021800,,,,4191,2092,2099,39
2020,CT2020,Brooklyn,36047021900,3021900,,,,4225,1897,2328,36.33
2020,CT2020,Brooklyn,36047022000,3022000,,,,5660,2859,2801,48.01
2020,CT2020,Brooklyn,36047022100,3022100,,,,3897,1863,2034,37.58
2020,CT2020,Brooklyn,36047022200,3022200,,,,5633,2802,2831,43.54
2020,CT2020,Brooklyn,36047022400,3022400,,,,6117,3162,2955,43.38
2020,CT2020,Brooklyn,36047022600,3022600,,,,2664,1356,1308,38.59
2020,CT2020,Brooklyn,36047022700,3022700,,,,4515,2177,2338,59.48
2020,CT2020,Brooklyn,36047022800,3022800,,,,3638,1900,1738,41.36
2020,CT2020,Brooklyn,36047022900,3022900,,,,3923,1806,2117,42.46
2020,CT2020,Brooklyn,36047023000,3023000,,,,4442,2271,2171,37.3
2020,CT2020,Brooklyn,36047023100,3023100,,,,3832,1748,2084,39.39
2020,CT2020,Brooklyn,36047023200,3023200,,,,6382,3322,3060,55.94
2020,CT2020,Brooklyn,36047023300,3023300,,,,5961,2751,3210,42.46
2020,CT2020,Brooklyn,36047023400,3023400,,,,5923,2982,2941,41.95
2020,CT2020,Brooklyn,36047023500,3023500,,,,5921,2958,2963,34.98
2020,CT2020,Brooklyn,36047023600,3023600,,,,6548,3263,3285,41.97
2020,CT2020,Brooklyn,36047023800,3023800,,,,5414,2679,2735,41.98
2020,CT2020,Brooklyn,36047024000,3024000,,,,5165,2539,2626,41.95
2020,CT2020,Brooklyn,36047024100,3024100,,,,3175,1548,1627,44.53
2020,CT2020,Brooklyn,36047024200,3024200,,,,3289,1713,1576,47.31
2020,CT2020,Brooklyn,36047024300,3024300,,,,4347,2026,2321,38.14
2020,CT2020,Brooklyn,36047024400,3024400,,,,3651,1882,1769,38.37
2020,CT2020,Brooklyn,36047024500,3024500,,,,4257,2044,2213,41.23
2020,CT2020,Brooklyn,36047024600,3024600,,,,3436,1742,1694,42.72
2020,CT2020,Brooklyn,36047024700,3024700,,,,2820,1322,1498,44.41
2020,CT2020,Brooklyn,36047024800,3024800,,,,2647,1269,1378,43.5
2020,CT2020,Brooklyn,36047024900,3024900,,,,4264,1961,2303,41.64
2020,CT2020,Brooklyn,36047025000,3025000,,,,1748,879,869,42.87
2020,CT2020,Brooklyn,36047025100,3025100,,,,4209,1929,2280,34.22
2020,CT2020,Brooklyn,36047025200,3025200,,,,5300,2606,2694,44.79
2020,CT2020,Brooklyn,36047025300,3025300,,,,3517,1704,1813,39.99
2020,CT2020,Brooklyn,36047025400,3025400,,,,3650,1768,1882,43.37
2020,CT2020,Brooklyn,36047025500,3025500,,,,4799,1933,2866,34.26
2020,CT2020,Brooklyn,36047025600,3025600,,,,3366,1601,1765,42.82
2020,CT2020,Brooklyn,36047025700,3025700,,,,2822,1489,1333,44.76
2020,CT2020,Brooklyn,36047025800,3025800,,,,5073,2486,2587,42.06
2020,CT2020,Brooklyn,36047025901,3025901,,,,2328,1093,1235,19.82
2020,CT2020,Brooklyn,36047025902,3025902,,,,3560,1476,2084,14.73
2020,CT2020,Brooklyn,36047026000,3026000,,,,3656,1794,1862,40.24
2020,CT2020,Brooklyn,36047026100,3026100,,,,6479,3010,3469,49.28
2020,CT2020,Brooklyn,36047026200,3026200,,,,2726,1350,1376,39.01
2020,CT2020,Brooklyn,36047026300,3026300,,,,2088,965,1123,29.55
2020,CT2020,Brooklyn,36047026400,3026400,,,,5103,2561,2542,46.82
2020,CT2020,Brooklyn,36047026500,3026500,,,,4385,2000,2385,39.44
2020,CT2020,Brooklyn,36047026600,3026600,,,,3961,1905,2056,40.99
2020,CT2020,Brooklyn,36047026700,3026700,,,,4228,1958,2270,39.43
2020,CT2020,Brooklyn,36047026800,3026800,,,,4686,2321,2365,44.22
2020,CT2020,Brooklyn,36047026900,3026900,,,,3005,1436,1569,33.1
2020,CT2020,Brooklyn,36047027000,3027000,,,,2719,1295,1424,33.11
2020,CT2020,Brooklyn,36047027100,3027100,,,,3493,1628,1865,60.63
2020,CT2020,Brooklyn,36047027200,3027200,,,,3633,1821,1812,32.65
2020,CT2020,Brooklyn,36047027300,3027300,,,,3131,1416,1715,36.99
2020,CT2020,Brooklyn,36047027400,3027400,,,,3272,1600,1672,40.37
2020,CT2020,Brooklyn,36047027500,3027500,,,,4071,1918,2153,40.05
2020,CT2020,Brooklyn,36047027600,3027600,,,,3886,1934,1952,36.92
2020,CT2020,Brooklyn,36047027700,3027700,,,,4351,1903,2448,40.06
2020,CT2020,Brooklyn,36047027800,3027800,,,,3542,1685,1857,39.65
2020,CT2020,Brooklyn,36047027900,3027900,,,,3674,1732,1942,40.01
2020,CT2020,Brooklyn,36047028000,3028000,,,,1862,943,919,34.53
2020,CT2020,Brooklyn,36047028100,3028100,,,,4800,2223,2577,40.02
2020,CT2020,Brooklyn,36047028200,3028200,,,,3282,1602,1680,41.86
2020,CT2020,Brooklyn,36047028300,3028300,,,,3933,1819,2114,30.12
2020,CT2020,Brooklyn,36047028400,3028400,,,,4396,2208,2188,40.59
2020,CT2020,Brooklyn,36047028501,3028501,,,,636,348,288,20.56
2020,CT2020,Brooklyn,36047028502,3028502,,,,2658,1091,1567,29.62
2020,CT2020,Brooklyn,36047028600,3028600,,,,6094,3108,2986,43.64
2020,CT2020,Brooklyn,36047028700,3028700,,,,3103,1518,1585,36.77
2020,CT2020,Brooklyn,36047028800,3028800,,,,3900,1973,1927,37.76
