Year,GeoType,Borough,GeoID,BCT2020,Name,CDType,NTAType,Pop1,Male ,Fem,LandAcres
2020,CT2020,Manhattan,36061014500,1014500,,,,7532,3366,4166,43.77
2020,CT2020,Manhattan,36061014601,1014601,,,,4481,1992,2489,18.37
2020,CT2020,Manhattan,36061014602,1014602,,,,9061,4031,5030,26.98
2020,CT2020,Manhattan,36061014700,1014700,,,,2987,1483,1504,16.16
2020,CT2020,Manhattan,36061014801,1014801,,,,3221,1429,1792,12.84
2020,CT2020,Manhattan,36061014802,1014802,,,,7494,3389,4105,31.04
2020,CT2020,Manhattan,36061014900,1014900,,,,6351,2899,3452,43.01
2020,CT2020,Manhattan,36061015001,1015001,,,,2321,1037,1284,12.76
2020,CT2020,Manhattan,36061015002,1015002,,,,5642,2537,3105,31.03
2020,CT2020,Manhattan,36061015101,1015101,,,,3756,1491,2265,27.09
2020,CT2020,Manhattan,36061015102,1015102,,,,8254,3861,4393,55.21
2020,CT2020,Manhattan,36061015200,1015200,,,,7730,3377,4353,46.79
2020,CT2020,Manhattan,36061015301,1015301,,,,3684,1688,1996,21.45
2020,CT2020,Manhattan,36061015302,1015302,,,,6032,2762,3270,21.58
2020,CT2020,Manhattan,36061015401,1015401,,,,5189,2329,2860,17.54
2020,CT2020,Manhattan,36061015402,1015402,,,,4503,2102,2401,13.52
2020,CT2020,Manhattan,36061015403,1015403,,,,5738,2467,3271,12.78
2020,CT2020,Manhattan,36061015501,1015501,,,,5091,2189,2902,21.27
2020,CT2020,Manhattan,36061015502,1015502,,,,5759,2558,3201,27.5
2020,CT2020,Manhattan,36061015601,1015601,,,,5568,2455,3113,18.18
2020,CT2020,Manhattan,36061015602,1015602,,,,2154,951,1203,26.88
2020,CT2020,Manhattan,36061015700,1015700,,,,11197,5146,6051,45.07
2020,CT2020,Manhattan,36061015801,1015801,,,,5600,2485,3115,31.07
2020,CT2020,Manhattan,36061015802,1015802,,,,4516,1944,2572,12.73
2020,CT2020,Manhattan,36061015900,1015900,,,,10054,4646,5408,43.28
2020,CT2020,Manhattan,36061016001,1016001,,,,3852,1774,2078,31.04
2020,CT2020,Manhattan,36061016002,1016002,,,,3607,1651,1956,12.71
2020,CT2020,Manhattan,36061016100,1016100,,,,6617,3111,3506,38.48
2020,CT2020,Manhattan,36061016200,1016200,,,,9033,3782,5251,67.22
2020,CT2020,Manhattan,36061016300,1016300,,,,7292,3467,3825,65.14
2020,CT2020,Manhattan,36061016400,1016400,,,,7371,3267,4104,43.83
2020,CT2020,Manhattan,36061016500,1016500,,,,6659,3131,3528,50.49
2020,CT2020,Manhattan,36061016600,1016600,,,,7012,3202,3810,43.05
2020,CT2020,Manhattan,36061016700,1016700,,,,7210,3446,3764,48.67
2020,CT2020,Manhattan,36061016800,1016800,,,,4964,2244,2720,49.24
2020,CT2020,Manhattan,36061016900,1016900,,,,8526,4068,4458,44.48
2020,CT2020,Manhattan,36061017000,1017000,,,,7991,3596,4395,45.2
2020,CT2020,Manhattan,36061017100,1017100,,,,9694,4500,5194,53.83
2020,CT2020,Manhattan,36061017200,1017200,,,,5441,2560,2881,43.97
2020,CT2020,Manhattan,36061017300,1017300,,,,8699,3928,4771,44.13
2020,CT2020,Manhattan,36061017401,1017401,,,,5449,2416,3033,24.91
2020,CT2020,Manhattan,36061017402,1017402,,,,2276,991,1285,12.54
2020,CT2020,Manhattan,36061017500,1017500,,,,11110,5288,5822,53.6
2020,CT2020,Manhattan,36061017700,1017700,,,,9382,4091,5291,43.13
2020,CT2020,Manhattan,36061017800,1017800,,,,3860,1860,2000,61.49
2020,CT2020,Manhattan,36061017900,1017900,,,,9103,4287,4816,52.86
2020,CT2020,Manhattan,36061018000,1018000,,,,7429,3340,4089,52.52
2020,CT2020,Manhattan,36061018100,1018100,,,,8941,3846,5095,34.21
2020,CT2020,Manhattan,36061018200,1018200,,,,7675,3407,4268,43.71
2020,CT2020,Manhattan,36061018300,1018300,,,,8534,4234,4300,55.43
2020,CT2020,Manhattan,36061018400,1018400,,,,7820,3450,4370,43.63
2020,CT2020,Manhattan,36061018500,1018500,,,,5243,2253,2990,32.22
2020,CT2020,Manhattan,36061018600,1018600,,,,5127,2126,3001,30.08
2020,CT2020,Manhattan,36061018700,1018700,,,,9383,4526,4857,53.9
2020,CT2020,Manhattan,36061018800,1018800,,,,5697,2955,2742,36.7
2020,CT2020,Manhattan,36061018900,1018900,,,,11556,5086,6470,65.58
2020,CT2020,Manhattan,36061019000,1019000,,,,3679,1662,2017,25.65
2020,CT2020,Manhattan,36061019100,1019100,,,,9005,4191,4814,55.22
2020,CT2020,Manhattan,36061019200,1019200,,,,3971,1685,2286,46.91
2020,CT2020,Manhattan,36061019300,1019300,,,,8736,3762,4974,43.42
2020,CT2020,Manhattan,36061019400,1019400,,,,6978,3318,3660,43.26
2020,CT2020,Manhattan,36061019500,1019500,,,,7828,3846,3982,53.98
2020,CT2020,Manhattan,36061019600,1019600,,,,4031,1943,2088,43.78
2020,CT2020,Manhattan,36061019701,1019701,,,,1278,588,690,58.31
2020,CT2020,Manhattan,36061019702,1019702,,,,2601,1265,1336,11.71
2020,CT2020,Manhattan,36061019800,1019800,,,,2370,1185,1185,55.71
2020,CT2020,Manhattan,36061019900,1019900,,,,9598,4357,5241,55.99
2020,CT2020,Manhattan,36061020000,1020000,,,,2855,1392,1463,31.95
2020,CT2020,Manhattan,36061020101,1020101,,,,1863,917,946,13.62
2020,CT2020,Manhattan,36061020102,1020102,,,,4077,1879,2198,20.6
2020,CT2020,Manhattan,36061020300,1020300,,,,3874,1750,2124,44.04
2020,CT2020,Manhattan,36061020500,1020500,,,,5023,1577,3446,69.47
2020,CT2020,Manhattan,36061020600,1020600,,,,3628,1828,1800,36.76
2020,CT2020,Manhattan,36061020701,1020701,,,,3035,1428,1607,11.68
2020,CT2020,Manhattan,36061020800,1020800,,,,5255,2480,2775,36.71
2020,CT2020,Manhattan,36061020901,1020901,,,,3665,1671,1994,28.62
2020,CT2020,Manhattan,36061021000,1021000,,,,6748,2762,3986,50.34
2020,CT2020,Manhattan,36061021100,1021100,,,,10529,4907,5622,85.99
2020,CT2020,Manhattan,36061021200,1021200,,,,4899,2111,2788,43.59
2020,CT2020,Manhattan,36061021303,1021303,,,,5583,2754,2829,37.88
2020,CT2020,Manhattan,36061021400,1021400,,,,3075,1398,1677,33.5
2020,CT2020,Manhattan,36061021500,1021500,,,,3856,1724,2132,17.23
2020,CT2020,Manhattan,36061021600,1021600,,,,8567,4125,4442,42.8
2020,CT2020,Manhattan,36061021703,1021703,,,,545,208,337,77.56
2020,CT2020,Manhattan,36061021800,1021800,,,,6530,3196,3334,44.94
2020,CT2020,Manhattan,36061021900,1021900,,,,5696,2577,3119,69.04
2020,CT2020,Manhattan,36061022000,1022000,,,,6114,2773,3341,43.23
2020,CT2020,Manhattan,36061022102,1022102,,,,2382,1158,1224,24.46
2020,CT2020,Manhattan,36061022200,1022200,,,,3293,1615,1678,44.83
2020,CT2020,Manhattan,36061022301,1022301,,,,7258,3606,3652,46.16
2020,CT2020,Manhattan,36061022302,1022302,,,,3101,1350,1751,14.85
2020,CT2020,Manhattan,36061022400,1022400,,,,7346,3357,3989,48.11
2020,CT2020,Manhattan,36061022500,1022500,,,,9895,4703,5192,64.86
2020,CT2020,Manhattan,36061022600,1022600,,,,4890,2318,2572,37.8
2020,CT2020,Manhattan,36061022700,1022700,,,,5387,2700,2687,37.24
2020,CT2020,Manhattan,36061022800,1022800,,,,5961,2842,3119,44.64
2020,CT2020,Manhattan,36061022900,1022900,,,,7975,3842,4133,52.15
2020,CT2020,Manhattan,36061023000,1023000,,,,9111,4356,4755,42.92
2020,CT2020,Manhattan,36061023100,1023100,,,,6273,3027,3246,45.14
2020,CT2020,Manhattan,36061023200,1023200,,,,8061,3588,4473,44.6
2020,CT2020,Manhattan,36061023300,1023300,,,,6368,3107,3261,57.38
2020,CT2020,Manhattan,36061023400,1023400,,,,5112,2379,2733,26.74
2020,CT2020,Manhattan,36061023501,1023501,,,,6720,3303,3417,44.24
2020,CT2020,Manhattan,36061023502,1023502,,,,2206,1121,1085,10.21
2020,CT2020,Manhattan,36061023600,1023600,,,,9907,4140,5767,65.03
2020,CT2020,Manhattan,36061023700,1023700,,,,6792,3222,3570,67.19
2020,CT2020,Manhattan,36061023802,1023802,,,,4791,2287,2504,60.15
2020,CT2020,Manhattan,36061023803,1023803,,,,3625,1543,2082,25.96
2020,CT2020,Manhattan,36061023804,1023804,,,,3306,1663,1643,61.14
2020,CT2020,Manhattan,36061023900,1023900,,,,2675,1219,1456,15.78
2020,CT2020,Manhattan,36061024000,1024000,,,,1302,1199,103,539.66
2020,CT2020,Manhattan,36061024100,1024100,,,,7612,3551,4061,44.18
2020,CT2020,Manhattan,36061024200,1024200,,,,4448,1964,2484,85.83
2020,CT2020,Manhattan,36061024301,1024301,,,,3993,2003,1990,25.99
2020,CT2020,Manhattan,36061024302,1024302,,,,7237,3034,4203,52.7
2020,CT2020,Manhattan,36061024500,1024500,,,,13385,6472,6913,52.4
2020,CT2020,Manhattan,36061024700,1024700,,,,6521,3086,3435,63.34
2020,CT2020,Manhattan,36061024900,1024900,,,,1084,548,536,14.99
2020,CT2020,Manhattan,36061025100,1025100,,,,2287,1114,1173,39.39
2020,CT2020,Manhattan,36061025300,1025300,,,,10081,4693,5388,41.85
2020,CT2020,Manhattan,36061025500,1025500,,,,5697,2581,3116,109.06
2020,CT2020,Manhattan,36061025700,1025700,,,,4270,1985,2285,35.6
2020,CT2020,Manhattan,36061025900,1025900,,,,4029,1865,2164,18.65
2020,CT2020,Manhattan,36061026100,1026100,,,,10733,5079,5654,38.6
2020,CT2020,Manhattan,36061026300,1026300,,,,7969,3752,4217,38.85
2020,CT2020,Manhattan,36061026500,1026500,,,,6850,3231,3619,48.19
2020,CT2020,Manhattan,36061026700,1026700,,,,2083,1299,784,11.7
2020,CT2020,Manhattan,36061026900,1026900,,,,7848,3910,3938,43.38
2020,CT2020,Manhattan,36061027100,1027100,,,,7623,3648,3975,47.67
2020,CT2020,Manhattan,36061027300,1027300,,,,6519,3050,3469,43.72
2020,CT2020,Manhattan,36061027500,1027500,,,,3063,1482,1581,69.12
2020,CT2020,Manhattan,36061027700,1027700,,,,6423,2990,3433,40.34
2020,CT2020,Manhattan,36061027900,1027900,,,,10019,4581,5438,44.48
2020,CT2020,Manhattan,36061028100,1028100,,,,3108,1464,1644,23.28
2020,CT2020,Manhattan,36061028300,1028300,,,,7740,3596,4144,37.34
2020,CT2020,Manhattan,36061028500,1028500,,,,6794,3137,3657,30.13
2020,CT2020,Manhattan,36061028700,1028700,,,,3772,1735,2037,131.55
2020,CT2020,Manhattan,36061029100,1029100,,,,10509,4888,5621,46.33
2020,CT2020,Manhattan,36061029300,1029300,,,,8035,3771,4264,38.81
2020,CT2020,Manhattan,36061029500,1029500,,,,7039,3337,3702,33.5
2020,CT2020,Manhattan,36061029700,1029700,,,,16,5,11,234.29
2020,CT2020,Manhattan,36061029900,1029900,,,,3598,1510,2088,152.23
2020,CT2020,Manhattan,36061030300,1030300,,,,3691,1753,1938,38.71
2020,CT2020,Manhattan,36061030700,1030700,,,,3427,1693,1734,20.85
2020,CT2020,Manhattan,36061030900,1030900,,,,8594,3760,4834,74.81
2020,CT2020,Manhattan,36061031100,1031100,,,,12,9,3,180.58
2020,CT2020,Manhattan,36061031703,1031703,,,,5847,2880,2967,61.29
2020,CT2020,Manhattan,36061031704,1031704,,,,10422,5014,5408,55.61
2020,CT2020,Manhattan,36061031900,1031900,,,,3,2,1,24.53
2020,CT2020,Queens,36081000101,4000101,,,,4659,2271,2388,72.44
2020,CT2020,Queens,36081000102,4000102,,,,7484,3842,3642,26.35
2020,CT2020,Queens,36081000103,4000103,,,,33,21,12,45.62
2020,CT2020,Queens,36081000104,4000104,,,,27,25,2,137.28
2020,CT2020,Queens,36081000200,4000200,,,,3084,1522,1562,38.7
2020,CT2020,Queens,36081000400,4000400,,,,4918,2397,2521,55.57
2020,CT2020,Queens,36081000600,4000600,,,,4177,2051,2126,52.95
2020,CT2020,Queens,36081000701,4000701,,,,3460,1784,1676,59.44
2020,CT2020,Queens,36081000702,4000702,,,,4260,2214,2046,75.24
2020,CT2020,Queens,36081000800,4000800,,,,3580,1840,1740,46.91
2020,CT2020,Queens,36081001000,4001000,,,,3789,1840,1949,39.85
2020,CT2020,Queens,36081001200,4001200,,,,4183,2051,2132,56.13
2020,CT2020,Queens,36081001400,4001400,,,,4114,1978,2136,52.81
2020,CT2020,Queens,36081001600,4001600,,,,3041,1479,1562,37.44
2020,CT2020,Queens,36081001800,4001800,,,,3044,1519,1525,43.86
2020,CT2020,Queens,36081001901,4001901,,,,1434,746,688,56.44
2020,CT2020,Queens,36081001902,4001902,,,,8645,4384,4261,43
2020,CT2020,Queens,36081001903,4001903,,,,2214,1153,1061,115.03
2020,CT2020,Queens,36081002000,4002000,,,,1871,911,960,36.18
2020,CT2020,Queens,36081002200,4002200,,,,2290,1153,1137,36.45
2020,CT2020,Queens,36081002400,4002400,,,,2195,1065,1130,35.06
2020,CT2020,Queens,36081002500,4002500,,,,7242,2953,4289,52
2020,CT2020,Queens,36081002600,4002600,,,,2150,1056,1094,36.58
2020,CT2020,Queens,36081002800,4002800,,,,3304,1658,1646,55.61
2020,CT2020,Queens,36081003000,4003000,,,,1479,741,738,27.87
2020,CT2020,Queens,36081003100,4003100,,,,2157,1101,1056,40.76
2020,CT2020,Queens,36081003200,4003200,,,,1791,883,908,40.02
2020,CT2020,Queens,36081003301,4003301,,,,4399,2343,2056,47.17
2020,CT2020,Queens,36081003302,4003302,,,,2166,1162,1004,81.04
2020,CT2020,Queens,36081003400,4003400,,,,2442,1199,1243,52.88
2020,CT2020,Queens,36081003600,4003600,,,,4195,2039,2156,44.48
2020,CT2020,Queens,36081003700,4003700,,,,2,2,0,95.54
2020,CT2020,Queens,36081003800,4003800,,,,2490,1229,1261,43.54
2020,CT2020,Queens,36081003900,4003900,,,,1462,821,641,36.32
2020,CT2020,Queens,36081004001,4004001,,,,2403,1194,1209,43.07
2020,CT2020,Queens,36081004002,4004002,,,,1361,641,720,32.35
2020,CT2020,Queens,36081004200,4004200,,,,4505,2338,2167,49.49
2020,CT2020,Queens,36081004300,4004300,,,,2326,937,1389,42.21
2020,CT2020,Queens,36081004401,4004401,,,,3916,1899,2017,64.88
2020,CT2020,Queens,36081004500,4004500,,,,3252,1494,1758,54.46
2020,CT2020,Queens,36081004700,4004700,,,,4090,1799,2291,44.29
2020,CT2020,Queens,36081005000,4005000,,,,0,0,0,37.74
2020,CT2020,Queens,36081005100,4005100,,,,2512,1284,1228,33.88
2020,CT2020,Queens,36081005200,4005200,,,,3080,1554,1526,32.28
2020,CT2020,Queens,36081005300,4005300,,,,5397,2655,2742,48.56
2020,CT2020,Queens,36081005400,4005400,,,,5609,2737,2872,102.82
2020,CT2020,Queens,36081005500,4005500,,,,1367,739,628,41.01
2020,CT2020,Queens,36081005700,4005700,,,,4277,2131,2146,55.24
2020,CT2020,Queens,36081005800,4005800,,,,6194,2988,3206,145.9
2020,CT2020,Queens,36081005900,4005900,,,,4231,2075,2156,47
2020,CT2020,Queens,36081006100,4006100,,,,6291,3089,3202,48.2
2020,CT2020,Queens,36081006201,4006201,,,,5389,2437,2952,99.56
2020,CT2020,Queens,36081006202,4006202,,,,6949,3333,3616,284.91
2020,CT2020,Queens,36081006300,4006300,,,,5877,2836,3041,52.51
2020,CT2020,Queens,36081006501,4006501,,,,3645,1808,1837,27.45
2020,CT2020,Queens,36081006502,4006502,,,,4004,1997,2007,37.9
2020,CT2020,Queens,36081006900,4006900,,,,5196,2460,2736,52.08
2020,CT2020,Queens,36081007100,4007100,,,,4355,2133,2222,48.2
2020,CT2020,Queens,36081007300,4007300,,,,4470,2165,2305,34.98
2020,CT2020,Queens,36081007500,4007500,,,,4477,2113,2364,31.93
2020,CT2020,Queens,36081007700,4007700,,,,2114,1067,1047,31.3
2020,CT2020,Queens,36081007900,4007900,,,,3628,1855,1773,39.66
2020,CT2020,Queens,36081008100,4008100,,,,1761,930,831,27.76
2020,CT2020,Queens,36081008300,4008300,,,,3515,1905,1610,47.28
2020,CT2020,Queens,36081008500,4008500,,,,1979,1296,683,67.47
2020,CT2020,Queens,36081008600,4008600,,,,2989,1442,1547,82.21
2020,CT2020,Queens,36081008700,4008700,,,,5176,2286,2890,62.61
2020,CT2020,Queens,36081008800,4008800,,,,3449,1614,1835,110.83
2020,CT2020,Queens,36081009100,4009100,,,,2733,1373,1360,46.04
2020,CT2020,Queens,36081009400,4009400,,,,2919,1419,1500,42.61
2020,CT2020,Queens,36081009500,4009500,,,,2510,1215,1295,40.65
2020,CT2020,Queens,36081009600,4009600,,,,3127,1539,1588,51.02
2020,CT2020,Queens,36081009700,4009700,,,,3860,1874,1986,49.87
2020,CT2020,Queens,36081009800,4009800,,,,2631,1309,1322,33.54
2020,CT2020,Queens,36081009900,4009900,,,,0,0,0,61.58
2020,CT2020,Queens,36081010000,4010000,,,,3383,1615,1768,55.19
2020,CT2020,Queens,36081010100,4010100,,,,2654,1344,1310,42.69
2020,CT2020,Queens,36081010200,4010200,,,,2866,1413,1453,52.85
2020,CT2020,Queens,36081010300,4010300,,,,4150,2066,2084,61.89
2020,CT2020,Queens,36081010400,4010400,,,,3315,1613,1702,46.08
2020,CT2020,Queens,36081010500,4010500,,,,4641,2303,2338,48.93
2020,CT2020,Queens,36081010600,4010600,,,,3417,1696,1721,42.75
2020,CT2020,Queens,36081010701,4010701,,,,7,4,3,395.56
2020,CT2020,Queens,36081010800,4010800,,,,3034,1586,1448,38.94
2020,CT2020,Queens,36081011000,4011000,,,,3190,1533,1657,40.78
2020,CT2020,Queens,36081011100,4011100,,,,2902,1401,1501,37.25
2020,CT2020,Queens,36081011200,4011200,,,,2497,1289,1208,46.75
2020,CT2020,Queens,36081011300,4011300,,,,4280,2074,2206,44.15
2020,CT2020,Queens,36081011400,4011400,,,,1539,768,771,29.44
2020,CT2020,Queens,36081011500,4011500,,,,2414,1184,1230,45.85
2020,CT2020,Queens,36081011600,4011600,,,,2370,1163,1207,33.84
2020,CT2020,Queens,36081011700,4011700,,,,3840,1849,1991,52.59
2020,CT2020,Queens,36081011800,4011800,,,,2690,1416,1274,38.82
2020,CT2020,Queens,36081011900,4011900,,,,1729,873,856,27.55
2020,CT2020,Queens,36081012000,4012000,,,,2385,1302,1083,35.71
2020,CT2020,Queens,36081012100,4012100,,,,2177,1069,1108,34.08
2020,CT2020,Queens,36081012200,4012200,,,,2802,1419,1383,51.94
2020,CT2020,Queens,36081012301,4012301,,,,3272,1616,1656,146.17
2020,CT2020,Queens,36081012400,4012400,,,,2873,1416,1457,48.84
2020,CT2020,Queens,36081012500,4012500,,,,1735,867,868,40.29
2020,CT2020,Queens,36081012601,4012601,,,,2596,1308,1288,37.11
2020,CT2020,Queens,36081012602,4012602,,,,2715,1332,1383,36.81
2020,CT2020,Queens,36081012800,4012800,,,,2212,1043,1169,39.35
2020,CT2020,Queens,36081013000,4013000,,,,1757,886,871,46.38
2020,CT2020,Queens,36081013200,4013200,,,,1919,935,984,47.53
2020,CT2020,Queens,36081013400,4013400,,,,5904,2815,3089,47.15
2020,CT2020,Queens,36081013500,4013500,,,,1526,722,804,33.55
2020,CT2020,Queens,36081013600,4013600,,,,1994,958,1036,37.41
2020,CT2020,Queens,36081013700,4013700,,,,1747,885,862,49.4
2020,CT2020,Queens,36081013800,4013800,,,,3785,1856,1929,41.95
2020,CT2020,Queens,36081014000,4014000,,,,3952,1925,2027,54.88
2020,CT2020,Queens,36081014100,4014100,,,,1645,846,799,42.27
2020,CT2020,Queens,36081014201,4014201,,,,4702,2322,2380,52.12
2020,CT2020,Queens,36081014202,4014202,,,,2870,1450,1420,152.74
2020,CT2020,Queens,36081014300,4014300,,,,4007,2015,1992,33.73
2020,CT2020,Queens,36081014400,4014400,,,,2005,1060,945,54.32
2020,CT2020,Queens,36081014500,4014500,,,,2368,1199,1169,31.57
2020,CT2020,Queens,36081014700,4014700,,,,2933,1439,1494,36.56
2020,CT2020,Queens,36081014800,4014800,,,,2186,1141,1045,38.81
2020,CT2020,Queens,36081014900,4014900,,,,2477,1242,1235,26.34
2020,CT2020,Queens,36081015000,4015000,,,,2418,1243,1175,36.35
2020,CT2020,Queens,36081015100,4015100,,,,2675,1274,1401,32.97
2020,CT2020,Queens,36081015200,4015200,,,,2638,1325,1313,45.79
2020,CT2020,Queens,36081015300,4015300,,,,2131,1044,1087,30.06
2020,CT2020,Queens,36081015400,4015400,,,,2390,1249,1141,37.1
2020,CT2020,Queens,36081015500,4015500,,,,2344,1166,1178,36.45
2020,CT2020,Queens,36081015600,4015600,,,,3210,1631,1579,51.76
2020,CT2020,Queens,36081015700,4015700,,,,1655,833,822,31.74
2020,CT2020,Queens,36081015801,4015801,,,,3817,1916,1901,73.05
2020,CT2020,Queens,36081015802,4015802,,,,4607,2268,2339,68.8
2020,CT2020,Queens,36081015900,4015900,,,,4010,1995,2015,41.93
2020,CT2020,Queens,36081016100,4016100,,,,2291,1143,1148,26.61
2020,CT2020,Queens,36081016300,4016300,,,,4053,1715,2338,53.93
2020,CT2020,Queens,36081016400,4016400,,,,3306,1582,1724,48.88
2020,CT2020,Queens,36081016600,4016600,,,,3400,1709,1691,50.13
2020,CT2020,Queens,36081016800,4016800,,,,2764,1342,1422,52.23
2020,CT2020,Queens,36081016900,4016900,,,,5577,2732,2845,57.1
2020,CT2020,Queens,36081017000,4017000,,,,2504,1219,1285,53.74
2020,CT2020,Queens,36081017101,4017101,,,,36,19,17,205.56
2020,CT2020,Queens,36081017102,4017102,,,,27,14,13,100.63
2020,CT2020,Queens,36081017200,4017200,,,,2224,1084,1140,47.21
2020,CT2020,Queens,36081017400,4017400,,,,2423,1146,1277,47.09
2020,CT2020,Queens,36081017600,4017600,,,,2181,1047,1134,46.91
2020,CT2020,Queens,36081017800,4017800,,,,2084,1001,1083,46.63
2020,CT2020,Queens,36081017901,4017901,,,,986,482,504,23.81
2020,CT2020,Queens,36081017902,4017902,,,,124,115,9,93.25
2020,CT2020,Queens,36081018000,4018000,,,,1365,662,703,34.16
2020,CT2020,Queens,36081018101,4018101,,,,3836,1838,1998,23.76
2020,CT2020,Queens,36081018102,4018102,,,,3800,1840,1960,23.86
2020,CT2020,Queens,36081018200,4018200,,,,2540,1189,1351,64.43
2020,CT2020,Queens,36081018300,4018300,,,,6044,2975,3069,53.13
2020,CT2020,Queens,36081018401,4018401,,,,2174,981,1193,47.04
2020,CT2020,Queens,36081018402,4018402,,,,2412,1161,1251,52.52
2020,CT2020,Queens,36081018501,4018501,,,,3502,1751,1751,24.34
2020,CT2020,Queens,36081018502,4018502,,,,3453,1667,1786,24.31
2020,CT2020,Queens,36081018600,4018600,,,,1802,843,959,44.71
2020,CT2020,Queens,36081018700,4018700,,,,3611,1810,1801,59.66
2020,CT2020,Queens,36081018800,4018800,,,,1510,707,803,44.2
2020,CT2020,Queens,36081018900,4018900,,,,3457,1764,1693,53.8
2020,CT2020,Queens,36081019000,4019000,,,,2445,1228,1217,46.52
2020,CT2020,Queens,36081019200,4019200,,,,2359,1086,1273,49.68
2020,CT2020,Queens,36081019400,4019400,,,,3015,1449,1566,75.59
2020,CT2020,Queens,36081019600,4019600,,,,3122,1530,1592,55.08
2020,CT2020,Queens,36081019800,4019800,,,,3682,1867,1815,51.33
2020,CT2020,Queens,36081019901,4019901,,,,1088,635,453,78.97
2020,CT2020,Queens,36081019902,4019902,,,,317,144,173,154.7
2020,CT2020,Queens,36081019903,4019903,,,,0,0,0,158.2
2020,CT2020,Queens,36081020200,4020200,,,,1693,858,835,37.84
2020,CT2020,Queens,36081020400,4020400,,,,2278,1109,1169,70.83
2020,CT2020,Queens,36081020500,4020500,,,,1184,623,561,145.21
2020,CT2020,Queens,36081020600,4020600,,,,2046,1027,1019,36.72
2020,CT2020,Queens,36081020800,4020800,,,,3513,1625,1888,134.24
2020,CT2020,Queens,36081021200,4021200,,,,2812,1435,1377,59.25
2020,CT2020,Queens,36081021400,4021400,,,,6673,3373,3300,94.09
2020,CT2020,Queens,36081021601,4021601,,,,2678,1261,1417,56.28
2020,CT2020,Queens,36081021602,4021602,,,,1506,753,753,27.72
2020,CT2020,Queens,36081021603,4021603,,,,0,0,0,74.84
2020,CT2020,Queens,36081021900,4021900,,,,31,19,12,317.3
2020,CT2020,Queens,36081022001,4022001,,,,6551,3013,3538,97.78
2020,CT2020,Queens,36081022002,4022002,,,,6010,2881,3129,75.66
2020,CT2020,Queens,36081022900,4022900,,,,0,0,0,331.27
2020,CT2020,Queens,36081023000,4023000,,,,1880,930,950,40.97
2020,CT2020,Queens,36081023200,4023200,,,,5264,2570,2694,81.66
2020,CT2020,Queens,36081023501,4023501,,,,4403,2229,2174,34.12
2020,CT2020,Queens,36081023502,4023502,,,,3373,1710,1663,29.03
2020,CT2020,Queens,36081023600,4023600,,,,3266,1623,1643,43.56
2020,CT2020,Queens,36081023800,4023800,,,,4863,2430,2433,38.72
2020,CT2020,Queens,36081024000,4024000,,,,6252,3012,3240,66.61
2020,CT2020,Queens,36081024300,4024300,,,,6231,3122,3109,133.47
2020,CT2020,Queens,36081024500,4024500,,,,5544,2585,2959,63.67
2020,CT2020,Queens,36081024600,4024600,,,,1,1,0,75.01
2020,CT2020,Queens,36081024700,4024700,,,,1537,777,760,24.12
2020,CT2020,Queens,36081024900,4024900,,,,5724,2733,2991,50.43
2020,CT2020,Queens,36081025100,4025100,,,,5818,2771,3047,60.69
2020,CT2020,Queens,36081025301,4025301,,,,4510,2174,2336,31.43
2020,CT2020,Queens,36081025302,4025302,,,,3013,1490,1523,25.95
2020,CT2020,Queens,36081025401,4025401,,,,3899,1899,2000,62.28
2020,CT2020,Queens,36081025402,4025402,,,,6180,2727,3453,93.92
2020,CT2020,Queens,36081025500,4025500,,,,1603,802,801,53.93
2020,CT2020,Queens,36081025700,4025700,,,,1648,831,817,37.21
2020,CT2020,Queens,36081025800,4025800,,,,2289,1038,1251,52.35
2020,CT2020,Queens,36081025900,4025900,,,,3542,1766,1776,46.26
2020,CT2020,Queens,36081026000,4026000,,,,2915,1324,1591,44.08
2020,CT2020,Queens,36081026100,4026100,,,,7802,3921,3881,54.76
2020,CT2020,Queens,36081026200,4026200,,,,1652,787,865,35.43
2020,CT2020,Queens,36081026300,4026300,,,,6631,3331,3300,51.36
2020,CT2020,Queens,36081026400,4026400,,,,2736,1249,1487,62.88
2020,CT2020,Queens,36081026501,4026501,,,,3213,1710,1503,26.61
2020,CT2020,Queens,36081026502,4026502,,,,1622,854,768,17.26
2020,CT2020,Queens,36081026600,4026600,,,,1949,850,1099,42.75
2020,CT2020,Queens,36081026700,4026700,,,,6196,3182,3014,51.84
2020,CT2020,Queens,36081026901,4026901,,,,5210,2657,2553,28.22
2020,CT2020,Queens,36081026902,4026902,,,,4244,2103,2141,19.39
2020,CT2020,Queens,36081027000,4027000,,,,1960,922,1038,45.73
2020,CT2020,Queens,36081027101,4027101,,,,5454,2689,2765,22.22
2020,CT2020,Queens,36081027102,4027102,,,,3112,1521,1591,12.09
2020,CT2020,Queens,36081027200,4027200,,,,2065,908,1157,37.97
2020,CT2020,Queens,36081027301,4027301,,,,3673,1997,1676,24.37
2020,CT2020,Queens,36081027302,4027302,,,,4765,2287,2478,28.82
2020,CT2020,Queens,36081027400,4027400,,,,1927,877,1050,35.51
2020,CT2020,Queens,36081027500,4027500,,,,6773,3508,3265,43.89
2020,CT2020,Queens,36081027600,4027600,,,,1365,626,739,39.22
2020,CT2020,Queens,36081027701,4027701,,,,3448,1804,1644,18.38
